run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	fastq_ftp	submitted_ftp	sra_ftp	sample_alias
ERR527087	SAMEA2581917	ERX492290	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527087/ERR527087_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527087/ERR527087_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527087/HD-39_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527087/HD-39_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527087	HD-39_Run4
ERR527091	SAMEA2581921	ERX492294	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527091/ERR527091_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527091/ERR527091_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527091/HD-42_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527091/HD-42_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527091	HD-42_Run3
ERR527093	SAMEA2581923	ERX492296	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527093/ERR527093_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527093/ERR527093_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527093/HD-43_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527093/HD-43_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527093	HD-43_Run5
ERR527094	SAMEA2581924	ERX492297	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527094/ERR527094_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527094/ERR527094_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527094/HD-44_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527094/HD-44_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527094	HD-44_Run3
ERR527102	SAMEA2581932	ERX492305	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527102/ERR527102_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527102/ERR527102_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527102/HD-49_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527102/HD-49_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527102	HD-49_Run3
ERR527104	SAMEA2581934	ERX492307	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527104/ERR527104_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527104/ERR527104_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527104/HD-5_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527104/HD-5_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527104	HD-5_Run1
ERR527109	SAMEA2581939	ERX492312	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527109/ERR527109_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527109/ERR527109_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527109/HD-54_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527109/HD-54_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527109	HD-54_Run4
ERR527113	SAMEA2581943	ERX492316	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527113/ERR527113_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527113/ERR527113_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527113/HD-56_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527113/HD-56_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527113	HD-56_Run4
ERR527120	SAMEA2581950	ERX492323	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527120/ERR527120_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527120/ERR527120_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527120/HD-6_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527120/HD-6_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527120	HD-6_Run2
ERR527123	SAMEA2581953	ERX492326	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527123/ERR527123_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527123/ERR527123_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527123/HD-62_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527123/HD-62_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527123	HD-62_Run5
ERR527124	SAMEA2581954	ERX492327	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527124/ERR527124_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527124/ERR527124_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527124/HD-63_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527124/HD-63_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527124	HD-63_Run5
ERR527127	SAMEA2581957	ERX492330	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527127/ERR527127_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527127/ERR527127_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527127/HD-66_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527127/HD-66_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527127	HD-66_Run6
ERR527131	SAMEA2581962	ERX492334	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527131/ERR527131_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527131/ERR527131_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527131/HD-70_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527131/HD-70_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527131	HD-70_Run6
ERR527141	SAMEA2582019	ERX492344	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527141/ERR527141_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527141/ERR527141_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527141/LD-10_Run1.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527141/LD-10_Run1.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527141	LD-10_Run1
ERR527143	SAMEA2582021	ERX492346	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527143/ERR527143_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527143/ERR527143_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527143/LD-11_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527143/LD-11_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527143	LD-11_Run4
ERR527145	SAMEA2582023	ERX492348	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527145/ERR527145_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527145/ERR527145_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527145/LD-13_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527145/LD-13_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527145	LD-13_Run2
ERR527150	SAMEA2582028	ERX492353	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527150/ERR527150_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527150/ERR527150_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527150/LD-17_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527150/LD-17_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527150	LD-17_Run2
ERR527151	SAMEA2582029	ERX492354	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527151/ERR527151_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527151/ERR527151_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527151/LD-18_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527151/LD-18_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527151	LD-18_Run3
ERR527153	SAMEA2582031	ERX492356	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527153/ERR527153_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527153/ERR527153_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527153/LD-19_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527153/LD-19_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527153	LD-19_Run2
ERR527157	SAMEA2582035	ERX492360	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527157/ERR527157_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527157/ERR527157_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527157/LD-21_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527157/LD-21_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527157	LD-21_Run2
ERR527165	SAMEA2582043	ERX492368	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527165/ERR527165_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527165/ERR527165_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527165/LD-26_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527165/LD-26_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527165	LD-26_Run2
ERR527168	SAMEA2582046	ERX492371	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527168/ERR527168_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527168/ERR527168_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527168/LD-27_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527168/LD-27_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527168	LD-27_Run4
ERR527169	SAMEA2582047	ERX492372	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527169/ERR527169_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527169/ERR527169_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527169/LD-28_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527169/LD-28_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527169	LD-28_Run3
ERR527174	SAMEA2582052	ERX492377	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527174/ERR527174_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527174/ERR527174_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527174/LD-30_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527174/LD-30_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527174	LD-30_Run3
ERR527176	SAMEA2582054	ERX492379	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527176/ERR527176_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527176/ERR527176_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527176/LD-31_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527176/LD-31_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527176	LD-31_Run2
ERR527183	SAMEA2582061	ERX492386	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527183/ERR527183_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527183/ERR527183_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527183/LD-35_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527183/LD-35_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527183	LD-35_Run3
ERR527185	SAMEA2582063	ERX492388	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527185/ERR527185_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527185/ERR527185_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527185/LD-36_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527185/LD-36_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527185	LD-36_Run3
ERR527189	SAMEA2582067	ERX492392	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527189/ERR527189_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527189/ERR527189_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527189/LD-39_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527189/LD-39_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527189	LD-39_Run2
ERR527193	SAMEA2582071	ERX492396	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527193/ERR527193_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527193/ERR527193_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527193/LD-40_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527193/LD-40_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527193	LD-40_Run4
ERR527195	SAMEA2582073	ERX492398	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527195/ERR527195_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527195/ERR527195_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527195/LD-42_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527195/LD-42_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527195	LD-42_Run2
ERR527199	SAMEA2582077	ERX492402	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527199/ERR527199_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527199/ERR527199_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527199/LD-46_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527199/LD-46_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527199	LD-46_Run2
ERR527201	SAMEA2582079	ERX492404	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527201/ERR527201_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527201/ERR527201_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527201/LD-47_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527201/LD-47_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527201	LD-47_Run3
ERR527207	SAMEA2582085	ERX492410	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527207/ERR527207_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527207/ERR527207_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527207/LD-50_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527207/LD-50_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527207	LD-50_Run4
ERR527208	SAMEA2582086	ERX492411	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527208/ERR527208_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527208/ERR527208_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527208/LD-51_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527208/LD-51_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527208	LD-51_Run3
ERR527211	SAMEA2582089	ERX492414	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527211/ERR527211_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527211/ERR527211_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527211/LD-54_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527211/LD-54_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527211	LD-54_Run3
ERR527213	SAMEA2582091	ERX492416	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527213/ERR527213_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527213/ERR527213_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527213/LD-55_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527213/LD-55_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527213	LD-55_Run4
ERR527214	SAMEA2582092	ERX492417	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527214/ERR527214_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527214/ERR527214_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527214/LD-56_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527214/LD-56_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527214	LD-56_Run3
ERR527215	SAMEA2582093	ERX492418	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527215/ERR527215_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527215/ERR527215_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527215/LD-56_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527215/LD-56_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527215	LD-56_Run4
ERR527218	SAMEA2582096	ERX492421	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527218/ERR527218_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR527/ERR527218/ERR527218_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527218/LD-59_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR527/ERR527218/LD-59_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR527/ERR527218	LD-59_Run3
ERR528295	SAMEA2582153	ERX493498	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528295/ERR528295_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528295/ERR528295_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528295/LV11_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528295/LV11_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528295	LV11_Run4
ERR528296	SAMEA2582154	ERX493499	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528296/ERR528296_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528296/ERR528296_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528296/LV12_Run2.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528296/LV12_Run2.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528296	LV12_Run2
ERR528303	SAMEA2582161	ERX493506	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528303/ERR528303_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528303/ERR528303_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528303/LV16_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528303/LV16_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528303	LV16_Run4
ERR528307	SAMEA2582165	ERX493510	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528307/ERR528307_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528307/ERR528307_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528307/LV19_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528307/LV19_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528307	LV19_Run4
ERR528308	SAMEA2582166	ERX493511	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528308/ERR528308_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528308/ERR528308_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528308/LV2_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528308/LV2_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528308	LV2_Run4
ERR528309	SAMEA2582167	ERX493512	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528309/ERR528309_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528309/ERR528309_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528309/LV2_Run6.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528309/LV2_Run6.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528309	LV2_Run6
ERR528310	SAMEA2582168	ERX493513	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528310/ERR528310_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528310/ERR528310_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528310/LV20_Run4.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528310/LV20_Run4.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528310	LV20_Run4
ERR528316	SAMEA2582174	ERX493519	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528316/ERR528316_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528316/ERR528316_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528316/LV25_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528316/LV25_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528316	LV25_Run3
ERR528322	SAMEA2582180	ERX493525	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528322/ERR528322_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528322/ERR528322_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528322/LV5_Run3.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528322/LV5_Run3.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528322	LV5_Run3
ERR528327	SAMEA2582185	ERX493530	PRJEB6337	256318	metagenome	ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528327/ERR528327_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR528/ERR528327/ERR528327_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528327/LV8_Run5.1.fq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR528/ERR528327/LV8_Run5.2.fq.gz	ftp.sra.ebi.ac.uk/vol1/err/ERR528/ERR528327	LV8_Run5
